x,y,c
14.6322,9.95338,0
20.5482,11.1454,0
22.6061,10.3614,0
14.4335,7.4486,0
20.1394,9.07077,0
16.6873,10.2504,0
24.4838,10.7346,0
17.7519,12.9143,0
22.0007,7.9347,0
19.7092,11.6783,0
23.5896,12.59,0
10.4052,10.039,0
25.4612,11.0931,0
21.0115,10.2557,0
20.4735,10.5343,0
17.2803,10.2159,0
12.6992,11.4136,0
17.0138,6.99935,0
24.83,10.9761,0
16.2516,8.41377,0
12.5252,9.99705,0
32.046,11.221,0
16.7775,12.3664,0
23.6319,10.0847,0
19.9946,10.5494,0
21.8372,11.8924,0
21.5685,6.77718,0
25.1388,10.9177,0
24.6882,8.17132,0
13.9155,6.62316,0
16.6019,7.35711,0
13.7009,10.4689,0
16.2514,11.5673,0
21.4071,12.0551,0
22.2394,9.72032,0
16.6527,9.16027,0
12.7104,10.0836,0
15.2919,10.5844,0
29.9198,15.5251,0
10.2139,9.98684,0
21.5812,10.341,0
15.6033,11.5009,0
17.9738,14.5707,0
18.6964,5.67813,0
27.7541,6.58323,0
22.4337,11.2563,0
16.8487,9.57146,0
22.6251,10.5229,0
17.8082,12.1864,0
20.9717,7.51182,0
16.6057,11.5476,0
18.8591,8.64934,0
21.4124,12.0061,0
15.322,11.3256,0
20.7246,7.60088,0
19.3783,12.938,0
18.7891,8.75312,0
24.9715,7.79294,0
23.4616,8.83883,0
19.3378,6.79605,0
19.7486,8.25194,0
26.0538,13.4871,0
32.1532,7.68576,0
23.5662,11.5327,0
18.0211,10.9285,0
21.7488,8.91229,0
20.5758,10.6496,0
17.3407,10.8127,0
14.14,9.97689,0
21.3048,11.349,0
23.5182,6.77958,0
17.291,7.88654,0
16.4776,7.24371,0
17.2723,10.6386,0
24.0132,7.93358,0
15.8765,8.04722,0
22.3431,9.16967,0
17.0017,9.74822,0
16.8515,12.4824,0
19.3051,11.5048,0
24.6491,8.85861,0
15.7986,7.33541,0
14.6587,6.17001,0
25.8896,9.95008,0
21.3537,11.441,0
15.3759,11.7658,0
21.4094,10.1086,0
23.2503,8.36953,0
27.2984,9.00389,0
28.7883,10.6027,0
22.8236,11.2031,0
15.1674,8.66026,0
30.1792,11.3038,0
24.5616,11.4309,0
14.7972,6.76471,0
27.8442,8.70457,0
33.9273,7.13233,0
25.2714,8.13341,0
24.2957,9.63722,0
20.5223,12.6756,0
23.0398,13.9638,0
25.3978,9.21544,0
16.9325,12.3836,0
14.9213,9.78439,0
24.5527,8.71549,0
15.6062,10.1638,0
23.8397,8.51092,0
18.7501,6.75623,0
16.1253,10.8225,0
24.4103,8.06586,0
10.1235,11.5569,0
29.2816,8.02959,0
32.4857,9.04086,0
19.1082,13.7297,0
22.4291,6.15969,0
19.873,5.73302,0
20.4584,12.3536,0
18.5672,6.37082,0
24.9969,11.3739,0
17.9688,11.4379,0
27.9844,10.9942,0
28.1071,9.78414,0
24.5026,9.92694,0
18.0122,12.2311,0
24.6149,12.3876,0
13.5783,5.85846,0
16.1269,10.0425,0
23.8324,11.1719,0
22.3771,10.4902,0
9.5874,10.3277,0
22.8429,10.0274,0
27.1092,9.8343,0
12.8428,10.1478,0
16.9519,8.54297,0
21.7764,12.5994,0
30.5371,9.32635,0
18.2496,7.50922,0
15.8995,13.318,0
22.44,10.5643,0
22.8394,8.98527,0
27.2468,10.6584,0
22.2218,7.88426,0
25.8372,10.8761,0
20.2033,11.5724,0
9.59827,10.0536,0
15.5899,12.9466,0
17.6715,9.46858,0
22.075,11.2846,0
20.3988,9.74955,0
8.42975,8.22765,0
13.1246,10.029,0
23.0751,6.74073,0
18.4443,9.94449,0
21.8646,11.0387,0
20.8894,8.99221,0
16.6717,11.9757,0
23.835,9.93448,0
13.3042,7.24084,0
17.8154,12.7124,0
24.1638,10.4451,0
18.9006,8.33889,0
13.6239,7.95881,0
22.398,11.93,0
12.0372,8.61895,0
18.6403,12.2213,0
25.1343,9.94712,0
23.5751,7.94013,0
16.9358,8.47072,0
21.0882,13.663,0
22.807,5.91395,0
15.6107,6.29946,0
31.6534,10.5192,0
16.694,11.2918,0
22.1076,12.3821,0
20.61,11.1921,0
18.5166,9.91216,0
13.0282,11.8254,0
19.9685,10.813,0
19.507,12.835,0
20.4382,9.89566,0
24.6871,9.20411,0
16.3237,12.4596,0
25.2495,6.82788,0
22.4232,8.27436,0
19.6793,11.2382,0
23.6861,10.1989,0
17.5382,11.6097,0
21.6578,9.00437,0
24.3317,12.5955,0
19.382,9.11503,0
18.9916,10.428,0
24.5206,11.2448,0
23.0537,7.38083,0
26.0577,10.929,0
16.3054,7.69847,0
27.3596,11.3888,0
13.787,13.5835,0
22.8512,9.89477,0
12.6583,11.6522,0
21.9935,8.22978,0
13.4545,7.78312,0
14.8541,9.77678,0
13.3168,11.2945,0
26.2331,9.36136,0
23.723,8.95289,0
15.1345,10.1629,0
22.6621,3.63587,0
17.0143,5.84434,0
11.9785,12.3183,0
9.19267,11.3886,0
19.8658,14.3456,0
23.863,10.8942,0
28.9349,38.4289,1
11.1206,38.6249,1
36.7835,50.7145,1
43.0241,53.809,1
49.0714,49.1456,1
27.2179,47.5448,1
33.9264,3.52315,0
37.0855,47.6456,1
29.6795,50.8172,1
41.2015,58.492,1
24.4343,51.292,1
34.3493,55.2364,1
19.6325,67.7597,1
24.2595,26.7653,1
32.6126,57.5469,1
31.3629,60.2104,1
46.0011,43.3122,1
25.7732,40.2359,1
29.6473,43.2694,1
26.7376,46.2701,1
30.4122,46.9014,1
24.3887,19.5397,0
31.191,27.9253,1
15.2786,38.0155,1
10.2074,54.6008,1
27.5593,20.9555,0
30.3877,46.3195,1
48.8738,23.963,1
30.1241,45.6807,1
38.2825,60.9324,1
20.4464,34.4636,1
15.8696,40.5729,1
13.1039,39.7888,1
25.0536,58.5451,1
41.37,16.0189,0
27.0934,39.483,1
44.6772,47.8371,1
32.0694,59.4225,1
35.1339,26.8499,1
16.788,48.1848,1
28.7817,43.8592,1
39.5443,38.9106,1
7.08755,50.2455,1
30.4146,32.0006,1
43.3115,31.2855,1
44.0942,39.4389,1
38.5542,34.7556,1
39.8168,39.7497,1
28.0648,54.878,1
40.5742,32.8828,1
27.5647,65.6486,1
34.5986,9.1573,0
36.635,26.2995,1
29.7271,45.2425,1
32.5994,53.4265,1
26.8902,61.743,1
7.79423,28.6958,0
24.8159,47.4994,1
14.4583,32.6208,1
20.3483,43.6057,1
42.5232,41.3653,1
25.2034,40.9649,1
32.9004,22.3928,1
11.1249,26.4835,0
30.4527,28.1823,1
38.792,48.3753,1
27.7264,42.931,1
52.3083,27.0059,1
26.8801,40.0753,1
38.4773,48.2567,1
24.1783,52.1963,1
28.8187,51.185,1
33.6118,49.8738,1
39.4267,37.1941,1
19.6703,18.1847,0
21.1654,43.2115,1
15.6928,36.1864,1
43.6993,39.6883,1
21.7423,39.4381,1
29.4683,44.8419,1
21.654,37.2054,1
36.3937,55.4877,1
28.7015,41.0631,1
33.5057,61.5458,1
41.5966,62.4853,1
21.8626,44.2501,1
33.121,23.2364,1
42.9391,52.206,1
42.2764,47.9617,1
38.0546,37.7167,1
19.9226,31.0051,1
35.0225,21.6161,1
31.0765,55.4224,1
13.5123,25.1003,0
23.375,23.8347,0
18.6889,41.4713,1
42.9295,37.9099,1
31.2039,42.9848,1
21.1447,40.6979,1
17.742,41.1157,1
23.8507,14.9597,0
27.164,27.6334,1
18.8891,36.0177,1
19.218,29.7449,1
27.3964,51.1509,1
20.5777,30.8703,1
45.2322,48.2326,1
1.33617,44.9439,1
18.264,30.8358,1
49.3704,56.0929,1
24.4041,36.401,1
16.9101,3.15865,0
32.8461,32.0531,1
16.7214,33.5768,1
27.7838,34.5389,1
20.758,40.47,1
17.7346,22.9838,0
30.59,45.5165,1
38.8014,41.6613,1
35.6794,53.6886,1
29.4963,18.4925,0
22.4567,64.364,1
26.5096,42.9546,1
27.8249,48.7772,1
35.0838,53.3368,1
41.5282,47.6864,1
14.6773,50.1208,1
37.2737,30.3698,1
36.8652,59.5975,1
26.58,35.8166,1
30.496,32.9251,1
23.5163,31.7919,1
42.929,47.7013,1
27.3596,33.4027,1
23.8032,12.0634,0
36.4084,27.498,1
32.4307,41.8612,1
41.0728,48.8287,1
39.5349,29.1494,1
49.8838,60.4711,1
37.0194,35.7303,1
39.2968,40.4545,1
38.8734,51.4321,1
30.8191,29.6557,1
19.7813,33.8257,1
33.0549,26.0846,1
43.3937,47.2575,1
30.2955,34.7596,1
8.33439,55.2518,1
14.9623,73.0963,1
38.1518,33.5734,1
24.6878,58.3271,1
26.9231,48.8017,1
26.9075,32.3012,1
40.6421,41.3631,1
37.893,23.7099,1
41.2339,54.1571,1
21.673,38.9431,1
40.7656,45.0375,1
24.9604,51.5165,1
39.7666,49.0709,1
26.4948,47.8919,1
37.071,52.142,1
21.7441,27.1801,1
39.3297,47.6564,1
24.9843,40.0922,1
25.1889,62.5602,1
26.0627,37.2864,1
45.6793,38.7779,1
17.4878,32.3118,1
31.1485,24.1867,1
38.0965,32.0834,1
30.4596,51.1612,1
21.2917,32.1027,1
25.9962,26.5206,1
40.6132,43.8842,1
24.6951,37.4294,1
26.8677,40.5922,1
21.0148,48.4617,1
40.5957,42.8125,1
19.8868,26.0916,0
13.846,38.5043,1
25.5412,37.4751,1
34.1407,-1.43039,0
17.0944,36.726,1
32.6711,46.5684,1
15.4259,43.9275,1
43.753,35.3375,1
27.1789,26.3795,1
23.3905,35.5267,1
26.2429,29.8484,1
35.4231,37.0394,1
17.8364,52.3382,1
31.3653,45.9929,1
36.808,39.4038,1
43.2698,22.2935,1
30.5728,37.1731,1
24.2168,60.1256,1
44.1689,39.2662,1
41.4152,32.1045,1
8.65257,32.4129,1
19.0084,46.7465,1
13.2533,29.0742,0
36.3386,27.2139,1
42.6874,32.3722,1
54.0807,25.5193,2
23.275,31.7058,1
37.9405,48.7503,1
24.9367,76.6947,1
28.2848,37.2702,1
27.3465,26.4649,1
32.7664,31.3922,1
34.6203,30.5513,1
38.6523,52.0711,1
25.3587,25.4857,1
44.5906,51.5086,1
29.194,63.2038,1
41.9038,31.0798,1
35.5376,34.4406,1
29.0108,34.8807,1
25.1655,33.0662,1
17.6194,45.452,1
33.5465,42.2559,1
33.2524,65.524,1
18.8078,58.1465,1
42.4018,21.6256,1
24.099,48.1058,1
23.4383,28.3061,1
28.9123,66.004,1
26.2701,35.5705,1
51.6406,37.1325,1
42.6896,44.7502,1
19.6953,40.3012,1
44.0621,33.1785,1
40.5116,43.3705,1
34.8015,35.5038,1
44.8931,30.8861,1
18.7001,52.7557,1
26.5645,25.5157,1
38.4031,43.6096,1
46.4474,41.5543,1
23.6357,18.0288,0
26.2077,36.0993,1
24.8669,34.611,1
40.2127,48.0891,1
20.5749,40.2096,1
26.7403,23.8102,0
31.2363,47.5433,1
28.6739,33.7402,1
27.2403,50.4164,1
21.1128,56.6503,1
9.19134,48.2042,1
22.6916,34.1353,1
32.787,12.8453,0
33.8064,43.4237,1
27.9551,34.7359,1
29.5661,27.4761,1
40.2612,44.1984,1
38.9627,31.8254,1
29.8057,30.8661,1
15.823,34.5845,1
21.6003,32.3749,1
39.4974,33.2408,1
28.4563,26.5366,1
34.5149,45.8018,1
39.0283,43.9043,1
22.2454,42.8244,1
33.8562,29.0598,1
34.2327,68.2231,1
25.1102,43.9738,1
19.9061,46.0631,1
18.7675,34.6958,1
34.7335,24.4501,1
23.4586,51.003,1
28.658,60.1385,1
19.4442,55.2968,1
39.8466,43.615,1
32.4559,44.8148,1
27.7647,48.1716,1
29.3376,34.9644,1
18.4804,38.2846,1
41.0341,38.3352,1
33.743,23.0428,1
29.0809,25.3817,1
15.4687,36.1739,1
19.9941,41.9347,1
24.7435,37.373,1
27.936,43.3322,1
33.1088,36.4538,1
28.2605,38.6795,1
33.8696,49.9017,1
23.197,38.3109,1
27.5522,47.0439,1
33.7294,31.4359,1
41.0795,22.183,1
32.8101,56.5806,1
34.3114,43.5029,1
39.4399,44.3317,1
27.3411,32.5805,1
34.2185,25.2617,1
