x,y,c
17.045,28.3334,1
27.9007,22.3119,1
13.8436,29.6573,1
17.2903,-1.8065,1
17.5782,26.9181,1
29.0158,34.4017,1
11.9746,33.8037,1
19.4593,28.335,1
42.1939,24.8728,1
34.1249,36.1553,1
27.7603,28.32,1
-1.12828,18.6367,1
31.8207,17.8839,1
26.7709,17.1246,1
16.7768,19.829,1
28.2887,28.2159,1
14.4331,30.2526,1
11.6778,19.6941,1
26.2519,22.2244,1
33.4416,29.1162,1
21.4521,26.2766,1
28.5697,23.4342,1
31.1562,23.2167,1
18.974,20.5959,1
21.6001,14.0378,1
24.3003,27.874,1
34.4733,19.7443,1
11.523,23.8077,1
34.6743,20.6156,1
43.9024,17.4971,1
19.3302,38.9586,1
25.1968,30.5007,1
14.583,19.2014,1
25.9462,34.3006,1
10.7025,23.9938,1
29.7378,30.0559,1
24.0641,26.9841,1
17.9417,29.235,1
31.9832,17.6712,1
32.9182,28.0893,1
19.2631,52.4029,1
18.4025,29.4578,1
33.6127,22.4483,1
31.3276,30.0775,1
24.4383,33.0689,1
22.8082,33.9997,1
33.4229,9.38695,1
18.2922,41.2891,1
49.2079,20.4431,1
20.0449,16.4639,1
21.67,7.43005,1
35.8493,23.1966,1
30.4169,32.7881,1
27.6066,13.0837,1
19.8754,10.6966,1
22.5805,47.5455,1
42.7943,27.7545,1
17.6007,27.4026,1
27.3395,18.6909,1
14.4025,28.5916,1
27.0804,9.37919,1
19.1938,7.71301,1
31.1263,26.8371,1
27.5623,43.7562,1
24.8873,33.3496,1
31.596,44.9209,1
28.0892,27.0356,1
29.085,25.0063,1
23.3617,35.2432,1
27.6734,11.2316,1
31.008,45.2667,1
15.5535,18.8213,1
26.5509,43.1337,1
9.8707,39.4831,1
16.4787,34.837,1
29.1978,51.9668,1
34.6106,32.5926,1
23.5602,7.7669,1
11.467,32.6693,1
32.106,25.6538,1
40.819,12.4263,1
31.7291,22.5696,1
35.4916,38.4375,1
26.2914,25.5116,1
16.0918,22.9654,1
26.5945,36.6311,1
39.5885,26.8638,1
10.0059,15.1662,1
24.3025,32.0762,1
14.2688,7.9584,1
17.3122,32.8987,1
43.1433,26.3827,1
16.8487,32.9835,1
42.7056,35.5485,1
7.89312,20.3988,1
30.1161,28.7774,1
24.25,23.5544,1
15.428,32.0239,1
6.93355,20.8956,1
14.9983,16.5274,1
39.2969,17.2902,1
15.99,27.2456,1
29.4385,45.0488,1
20.2138,3.86426,1
30.8344,37.8202,1
21.1776,31.3018,1
39.9552,27.0444,1
31.325,24.594,1
27.7578,34.0443,1
24.6383,17.9062,1
19.6774,19.9777,1
33.4339,18.8327,1
36.3109,32.9392,1
17.1197,22.2294,1
25.2803,44.4226,1
10.0296,20.6905,1
16.0033,30.53,1
26.7051,23.4797,1
14.347,27.8569,1
35.6941,20.0216,1
29.4557,36.3118,1
24.8987,12.1749,1
22.4955,27.4704,1
8.37346,20.9876,1
30.8408,34.3446,1
19.1581,20.8921,1
11.3546,24.1791,1
12.462,34.312,1
32.7813,21.9106,1
22.8882,28.2906,1
39.3355,33.6244,1
49.7095,18.928,1
29.8075,1.69813,1
20.1082,22.8162,1
29.9699,22.8322,1
38.4887,32.363,1
21.8987,29.5524,1
21.297,36.4877,1
9.54393,13.7786,1
28.1435,16.972,1
14.5875,19.1927,1
32.7801,32.7528,1
37.3033,22.4699,1
20.1884,25.7119,1
10.6849,4.21054,1
17.1012,27.0296,1
57.8875,37.7736,1
17.3264,24.4528,1
23.0713,22.495,1
36.1236,24.0625,1
14.0378,36.1591,1
41.4621,18.7064,1
51.0103,40.2001,1
26.4027,39.2191,1
23.8087,26.9409,1
11.4102,7.14694,1
26.8593,41.5059,1
31.1132,9.43431,1
30.0027,38.8648,1
10.0003,23.0087,1
25.2768,30.5138,1
12.1583,28.8195,1
31.2275,34.7008,1
36.7424,34.222,1
21.3056,54.8907,1
19.7319,33.6194,1
33.2955,17.1787,1
27.3019,23.1519,1
24.4865,10.8852,1
30.5841,32.0118,1
10.2295,25.6021,1
36.8767,16.6294,1
17.1643,44.3389,1
33.2726,23.0298,1
24.0767,38.2174,1
19.2154,30.7257,1
16.4133,27.317,1
12.5144,18.1935,1
46.9232,40.361,1
24.8231,15.4365,1
17.2347,21.9663,1
30.6876,16.244,1
30.9378,20.5535,1
28.9321,27.7128,1
31.4538,25.1947,1
19.9151,9.02867,1
4.7104,18.8311,1
16.8735,8.95949,1
15.5689,19.9425,1
31.3797,23.0176,1
7.12054,29.8834,1
26.7862,12.6321,1
27.0271,19.9764,1
25.0721,30.3376,1
37.983,22.4437,1
9.37317,27.9179,1
31.3686,39.3566,1
31.7987,6.79831,1
14.5277,29.2906,1
18.6054,18.3838,1
17.0074,33.9469,1
10.3713,32.0914,1
23.9052,35.5412,1
32.8529,27.2952,1
32.047,32.7038,1
25.3537,37.6992,1
32.4958,33.1811,1
11.9101,23.7788,1
42.7829,12.113,1
36.081,52.4439,1
28.4774,20.6485,1
23.7857,15.8993,1
23.3164,23.0914,1
39.7299,11.9177,1
23.2139,23.9997,1
18.9212,30.8713,1
